Game,StdDev_Sentiment,TotalNegative,TotalPositive,StdDev_ContainWord
Overlord,-1,4,4,7.54737588574841e-02
Overlord II,14,8,17,0.140124750272807
Overlord: Dark Legend,-5,5,2,0.113854042080475
Overlord: Fellowship of Evil,-13,10,5,0.122956133242349
Overlord: Raising Hell,-4,3,2,9.29619894698597e-02
Override 2: Super Mech League,-23,61,50,0.18714241328151
Override: Mech City Brawl,-36,27,11,0.148242871472783
Overruled!,3,7,9,0.111240423609163
Overturn,-3,7,6,0.129978787816329
Overwatch,-27,40,33,0.185110177936109
Overwhelm,7,6,10,0.164634206812248
Owlboy,1,9,10,0.10041153311323
Oxenfree,4,13,14,0.134423392494596
Oxygen Not Included,-12,12,9,0.198167876175355
Oxyjet,3,4,5,0.129978787816329
Ozma Wars,-3,5,6,0.132967439243968
Ozzy & Drix,0,6,7,0.137333574938909
P.A.M.E.L.A.,-10,17,12,0.256897556812782
P.N. 03,-7,5,2,7.28119944612863e-02
P.T.O. IV: Pacific Theater of Operations,-9,5,1,0.106688289495426
PAIN,-8,5,3,0.145630345249702
PAIN: Amusement Park,3,6,8,0.171662923057183
PAIN: Movie Studio,-11,6,1,0.113788958603639
PAIN: Sore Spots,-7,6,4,0.141533496037634
PAKO Caravan,9,3,6,0.146964285236605
PAW Patrol Mighty Pups Save Adventure Bay,19,17,24,0.144615814811615
PAW Patrol: On a Roll,10,10,12,0.110345791593682
PAWARUMI,-6,9,7,0.175050775875754
PBA Pro Bowling,-9,7,4,0.129936035932034
PBA Pro Bowling 2021,-6,9,6,0.110349287490843
PC Building Simulator,-7,12,11,0.12920619273101
PDC World Championship Darts 2008,-14,11,4,6.86471880601966e-02
PENTAPUZZLE,-7,7,4,0.138729506175648
PGA European Tour,-1,2,2,7.14695786932763e-02
PGA Tour 2K21,-5,20,22,0.128825645192884
PHOGS!,41,22,43,0.160736176049187
PING 1.5+,-14,7,1,0.128346009030178
PING REDUX,19,7,15,0.139399267080087
PIX3D,0,4,4,0.112132394384201
POD: Speedzone,-6,7,5,0.140145672420382
PONCHO,1,11,12,0.143612649609207
PONG Quest,-13,28,25,0.15126018334665
POPULATION: ONE,-12,8,3,0.134359340917043
POSTAL Redux,11,6,11,0.186954155806137
PQ2: Practical Intelligence Quotient,15,2,11,0.132842027813806
PQ: Practical Intelligence Quotient,-4,6,5,8.63917543645951e-02
PUSS!,-44,39,25,0.212773491446846
PUZZLEBOX setup,-7,5,2,0.113837774699667
PaRappa the Rapper,8,6,12,9.57329915040888e-02
PaRappa the Rapper 2,-3,4,3,9.91049631962976e-02
PaRappa the Rapper Remastered,-2,7,9,0.156079709760292
Pac-Man,-6,8,6,0.153525511178568
Pac-Man & Galaga Dimensions,-8,6,2,0.0817066910104
Pac-Man 256,3,6,9,0.107650971149328
Pac-Man 99,-17,15,10,0.204935649116533
Pac-Man Championship Edition,-30,19,6,0.142805773459833
Pac-Man Championship Edition 2,19,6,16,0.139399267080087
Pac-Man Championship Edition 2 Plus,13,8,15,0.208779427291242
Pac-Man Championship Edition DX,4,6,8,0.108558217683563
Pac-Man Championship Edition DX +,-4,6,4,7.23697759548444e-02
Pac-Man Collection,-4,5,3,0.112121383199966
Pac-Man Fever,0,4,4,6.47311904202687e-02
Pac-Man Museum,12,8,13,0.144275784294976
Pac-Man Party,-3,5,5,0.110360126770619
Pac-Man Party 3D,-2,3,3,0.101071720548981
Pac-Man Pinball Advance,-2,2,1,4.85483930232866e-02
Pac-Man World,0,3,3,7.14636387248214e-02
Pac-Man World 2,-2,15,14,9.29599594043664e-02
Pac-Man World 3,15,18,26,0.153193734822566
Pac-Man World Rally,-8,12,9,0.101056110234009
Pac-Man and the Ghostly Adventures,-29,28,16,0.124383604141696
Pac-Man and the Ghostly Adventures 2,6,11,16,9.50490319582789e-02
Pac-Man vs.,-6,6,4,0.128442169985475
Pacer,1,19,18,0.155641108489319
Pachi Pachi On A Roll,9,2,7,0.117217554001726
Pacific Rim,-6,8,6,8.71434911408893e-02
Pacific Wings,-12,8,4,0.168132514735576
Packet Queen #,-2,11,9,0.192183635279362
Paddle Vs. Paddle,2,6,7,0.161035974343153
Page Chronica,-5,6,4,0.146993685864112
Painkiller: Hell & Damnation,-7,11,9,0.127676897332159
Painkiller: Hell Wars,-10,7,3,0.102971335450229
Paint Splash,-4,6,7,0.163452095963311
Painting Workshop,-14,7,1,0.131371810716266
"Pajama Sam in Don't Fear the Dark",2,5,9,0.158577206482372
Paladin,-23,15,5,0.18467006962405
Paladins: Champions of the Realm,-4,5,2,0.108560351665688
Palais de Reine,1,7,10,0.180590177667419
Pallurikio,-7,4,1,7.00623751364033e-02
Palm Reading Premium,-4,3,1,7.92740035289418e-02
Pan-Pan A tiny big adventure,0,11,12,0.213493718361831
Panda Craze,-7,5,3,8.97303595845042e-02
Panda Hero,-6,5,2,0.122170707605325
Panda Love,4,2,4,0.101062558447657
PandaBall,10,2,6,0.131428187421239
Pandemic,-13,12,6,0.180518377522946
Pandemic: The Board Game,3,2,4,9.08299757588196e-02
"Pandora's Tower",2,6,7,0.137331327382305
Pang Adventures,21,10,24,0.131938073159062
Pangeon,-14,19,15,0.176146528043072
Pangya Fantasy Golf,9,2,8,0.110309771699318
Pankapu,6,11,15,0.16700589916763
Pantsu Hunter: Back to the 90s,-1,4,4,0.106746136294301
Panty Party,-15,10,6,0.203033600324085
Panzer Corps 2,1,13,15,0.155435659605071
Panzer Dragoon,-11,21,14,0.142456496398227
Panzer Dragoon (Remake),-2,8,6,0.110354880531179
Panzer Dragoon Orta,5,3,7,0.113854042080475
Panzer General: Allied Assault,-19,10,3,0.157158222370432
Panzer Paladin,-12,13,10,0.140131907683088
"Papa's Quiz",3,9,12,0.130723499711649
Paparazzi,10,3,9,0.131428187421239
Paper Beast,5,15,16,0.138737044012815
Paper Dolls Original,-25,18,11,0.175540951076202
Paper Mario,-4,4,2,9.70967872954104e-02
Paper Mario: Color Splash,12,8,13,0.204029583635654
Paper Mario: Sticker Star,3,5,8,0.144304394828022
Paper Mario: The Origami King,-2,8,8,0.123778029869849
Paper Mario: The Thousand-Year Door,2,5,6,0.148335133896759
Paper Monsters Recut,7,2,6,0.110332154568269
Paper Train,-15,11,5,0.159704572641621
Paper Wars: Cannon Fodder,-33,22,7,0.134841369858949
Paper Wars: Cannon Fodder Devastated,-16,10,5,0.181566475746658
Paperbound,-1,2,2,7.14695786932763e-02
Paperbound Brawlers,-23,24,15,0.188500743390563
Paperboy,-1,3,3,9.08367719933833e-02
Paperboy / Rampage,-4,3,1,7.92740035289418e-02
Papetura,-2,4,5,0.125365366082513
Papo & Yo,-2,4,5,9.08278502458793e-02
Paradise Killer,-27,23,10,0.153908766361043
Paradise Lost,-29,36,25,0.199150313927093
Paradox Soul,-17,14,7,0.111510022514134
Parallel Shift,-10,7,4,0.150911731707987
Paranautical Activity,-9,25,21,0.167000432078696
Paranoia: Happiness is Mandatory,2,9,11,0.185948879583888
Paranormal Activity: The Lost Soul,-9,7,3,0.152217641450976
Parascientific Escape: Crossing at the Farthest Horizon,-1,3,3,9.08367719933833e-02
Parascientific Escape: Cruise in the Distant Seas,1,3,4,9.91111920015578e-02
Parascientific Escape: Gear Detective,14,4,13,0.148235219675506
Parasite Eve,-2,4,4,0.115580756020692
Parasite Eve II,-6,6,4,0.158561634125132
Paratopic,-20,13,5,0.179327373262486
Parcel Panic,-16,11,3,0.153414894036763
Pariah,2,4,4,0.115580756020692
Paris-Dakar Rally,-3,6,6,0.149651153020862
Parkasaurus,12,3,8,0.160968874819392
Parking Star 3D,-2,3,2,8.86449594959785e-02
Part Time UFO,-11,11,6,0.173887114737723
Partisans 1941,-7,14,10,0.203100480444591
Party Arcade,-10,12,11,0.234508827253548
Party Crashers,-19,15,9,0.214282013978828
Party Fun Pirate,-1,5,6,0.132972081840243
Party Golf,15,19,32,0.166207077837111
Party Hard,-16,28,26,0.183075469108696
Party Hard 2,-15,25,23,0.161410950970472
Party Panic,1,6,8,0.162252813025793
Party Planet,4,9,14,0.181668446930022
"Pascal's Wager: Definitive Edition",2,5,5,0.140163290834233
Passpartout: The Starving Artist,8,5,8,0.168169227296822
Past Cure,-30,23,12,0.178286686648425
Patapon,8,5,9,0.108549689155063
Patapon 2,0,4,5,0.108571724005093
Patapon 2 Remastered,-2,9,8,0.177295141927014
Patapon 3,-4,5,4,0.108560351665688
Path of Exile,3,8,8,0.180586759260251
Path of Exile: The Fall of Oriath,8,4,8,0.153511437060028
Path of Sin: Greed,-17,10,4,0.184770328001701
Path of the Warrior,-6,12,8,0.220720253541238
Path to Mnemosyne,3,4,6,0.123785201249627
Pathfinder: Kingmaker - Definitive Edition,15,12,21,0.169899396578625
Pathologic 2,-15,17,11,0.159154496665015
Pathologic 2: Marble Nest,9,3,6,0.141516048211199
Pato Box,-3,17,15,0.135877124127687
Patriotic Pinball,5,4,7,0.157323113850129
Pattern,-13,12,6,0.178328432973042
Paw Paw Paw,11,21,30,0.139085592299889
Pawarumi,-6,10,8,0.117253425367628
Paws & Claws Pet Resort,-4,3,1,7.92740035289418e-02
Paws & Claws: Pampered Pets Resort 3D,-6,7,3,0.140145672420382
Paws and Soul,-5,6,5,0.117254413626774
Payback,-12,9,4,0.15601047858022
Payday 2,-32,26,12,0.159326991285061
Payday 2: Crimewave Edition,-8,9,7,0.115561392888654
Payday 2: The Big Score,8,3,6,0.137297609618157
Payday: The Heist,2,2,3,6.57358129448854e-02
Payday: The Heist - Wolfpack,-3,4,3,7.00733859528465e-02
Payout Poker & Casino,-15,9,4,0.157224984992039
Pazuru,6,3,4,0.140145672420382
"Peace, Death! Complete Edition",-7,6,3,0.117238618063623
Peaky Blinders: Mastermind,0,25,28,0.154795040192609
Pearl Harbor Trilogy - 1941: Red Sun Rising,-8,5,2,0.108526227497305
Peasant Knight,-4,14,11,0.148320564812218
Peg Solitaire,3,2,4,9.08299757588196e-02
Peggle,4,4,7,7.0537235084938e-02
Peggle 2,5,12,14,0.106268955732421
Peggle 2: Jimmy Lightning DLC Pack,4,2,5,9.29619894698597e-02
Peggle Nights,-7,6,3,8.04992976395401e-02
Penarium,-14,12,7,0.140124750272807
Pendragon,0,9,10,0.134428813403635
Pendula Swing - The Complete Journey,-6,4,2,0.101047286432693
"Penguins & Friends: Hey! That's My Fish!",5,2,5,9.90925044111772e-02
Penguins of Madagascar,4,7,10,0.112118628612663
"Penn & Teller VR: Frankly Unfair, Unkind, Unnecessary and Underhanded",2,13,15,0.148322125284659
Penny Arcade Adventures: Episode One,18,6,14,0.131426432819668
Penny Arcade Adventures: Episode Two,3,2,4,9.08299757588196e-02
Penny Racers Party: Turbo Q Speedway,-3,3,2,8.17213268526399e-02
Penny-Punching Princess,12,3,8,0.148262286425583
Per Aspera,-33,29,16,0.266367746022198
Perception,-54,34,13,0.177132612401225
Perchang,-1,7,7,0.149655278056952
"Percy's Predicament",-1,3,3,9.08367719933833e-02
"Percy's Predicament Deluxe",-12,7,2,0.122102473456023
Perfect,8,5,11,0.165816266972557
Perfect Angle,-1,4,4,0.120574276200792
Perfect Dark,-1,8,7,0.126136400755933
Perfect Dark Zero,-2,4,3,0.122190917813504
Perfect Gold - Yuri Visual Novel,-7,11,7,0.184870532007567
Perfect Traffic Simulator,-2,3,2,8.86449594959785e-02
Perfect Universe,4,4,6,0.12535797955558
Perfect Woman,8,3,9,0.13440527887685
Perpetual Blast,0,3,3,9.71095021238936e-02
Persephone,-3,8,7,0.184887227395274
Perseverance,-1,6,5,0.138756202681971
Persian Nights 2: The Moonlight Veil,1,5,6,0.129983537157721
Persian Nights: Sands of Wonders,9,4,8,0.149614022578106
Persona 2: Eternal Punishment,0,6,5,0.140165492980251
Persona 3: Dancing in Moonlight,-1,6,6,0.12379018821474
Persona 4 Arena,-6,14,11,0.162233072602609
Persona 4 Arena Ultimax,9,6,11,0.124557036933687
Persona 4 Golden,4,10,14,0.198217712490921
Persona 5,-19,14,6,0.130671553508818
Persona 5 Royal,-6,13,13,0.229448694500073
Persona 5 Strikers,-13,37,31,0.170776543601909
Persona 5: Dancing in Starlight,9,2,6,0.120523066601557
Persona Dancing: Endless Night Collection,3,6,8,0.13589037683366
Persona Q2: New Cinema Labyrinth,3,9,8,0.187000378263809
Persona Q: Shadow of the Labyrinth,-5,4,2,9.08163817639055e-02
Personality and Psychology Premium,-7,4,1,9.90738132958892e-02
Pet Care,-1,3,3,9.08367719933833e-02
Pet Hospital,-3,6,5,0.126919780433573
Pet Inn 3D,-10,6,3,0.140110428946313
Pet Pals: Animal Doctor,-28,13,1,0.174720732529324
Pet Zombies,-3,5,4,8.05088810604256e-02
Petal Crash,-4,5,4,0.122183339377189
"Peter Jackson's King Kong: The Official Game of the Movie",-17,24,19,0.108290475143192
"Peter Pan in Disney's Return to Neverland",4,2,5,9.29619894698597e-02
Peter Pan: The Motion Picture Event,-21,10,4,0.197057716074399
Petit Novel Series: Harvest December,2,3,4,0.108568881031919
Petoons Party,-1,15,17,0.12793618136394
Petz Beach,-3,6,5,0.129978787816329
Petz Rescue: Wildlife Vet,-2,5,6,0.125365366082513
Petz Sports: Dog Playground,5,2,4,0.106728785546688
Petz: Catz 2,4,8,12,0.115569403984519
Petz: Crazy Monkeyz,-4,3,1,7.92740035289418e-02
Phalanx,-6,5,2,0.10486376262707
Phantaruk,-8,6,2,0.112088343157051
Phantasy Star Collection,-3,4,3,9.91049631962976e-02
Phantasy Star II,-5,5,4,0.129969288612895
Phantasy Star Online,-4,5,4,0.108560351665688
Phantasy Star Online 2,-1,14,15,0.151597143422409
Phantasy Star Online Episode I & II,-9,9,7,7.48116534821344e-02
Phantasy Star Online Episode I & II Plus,-2,3,3,5.9460044131941e-02
Phantasy Star Online Episode III: C.A.R.D. Revolution,0,5,5,9.29661379690391e-02
Phantasy Star Online Ver. 2,0,2,2,7.92895764597528e-02
Phantasy Star Portable,-4,4,2,9.70967872954104e-02
Phantasy Star Portable 2,9,2,5,0.129936035932034
Phantasy Star Universe,-9,8,5,0.08349625091607
Phantasy Star Universe: Ambition of the Illuminus,-7,8,5,0.138729506175648
Phantom Brave,4,3,4,0.122183339377189
Phantom Brave: The Hermuda Triangle,5,4,7,0.129969288612895
Phantom Brave: We Meet Again,10,3,8,0.13727737498446
Phantom Breaker: Battle Grounds,-9,6,2,0.120523066601557
Phantom Breaker: Battle Grounds Overdrive,11,6,10,0.126118050128575
Phantom Crash,-2,3,2,8.86449594959785e-02
Phantom Doctrine,-1,29,30,0.193856092260313
Phantom Dust,-1,8,7,9.64200558347152e-02
Phantom Path,2,2,4,8.40956254935284e-02
Phantom Trigger,-7,20,18,0.138735561191961
Phantom: Covert Ops,-5,8,5,0.16464545545562
Phar Lap: Horse Racing Challenge,-16,11,6,0.202051803466389
Pharaonic,11,9,16,0.143596532340963
Phil of the Future,-4,6,5,0.122183339377189
Phineas and Ferb: Across the 2nd Dimension,10,15,21,0.141997436275412
Phineas and Ferb: Quest for Cool Stuff,2,11,12,0.144294499084093
Phobos Vector Prime: The First Ring,-27,15,5,0.200895508422574
Phoenix Point,-19,16,8,0.212440407874601
Phoenix Point: Year One Edition,-11,11,5,0.176132289171253
Phoenix Wright: Ace Attorney,-2,5,5,0.153541594305781
Phoenix Wright: Ace Attorney - Dual Destinies,-4,4,3,0.108560351665688
Phoenix Wright: Ace Attorney - Dual Destinies - Turnabout Reclaimed,6,5,9,0.153525511178568
Phoenix Wright: Ace Attorney - Justice for All,1,4,5,0.117270207062361
Phoenix Wright: Ace Attorney - Spirit of Justice,-3,8,9,0.176181350847154
Phoenix Wright: Ace Attorney - Trials and Tribulations,-2,4,3,0.108568881031919
Phoenix Wright: Ace Attorney Trilogy,-11,22,19,0.137666228381369
Phoenotopia: Awakening,-2,18,18,0.19520837093651
Physical Contact: 2048,-10,9,6,0.158530484821661
Physical Contact: Picture Place,-16,13,8,0.203987219945065
Physical Contact: SPEED,-8,10,7,0.168169227296822
Pianista: The Legendary Virtuoso,3,4,6,0.141555302796419
Pic-a-Pix Color,6,4,6,0.142921881162602
Pic-a-Pix Deluxe,-9,8,5,0.152217641450976
Pic-a-Pix Pieces,-3,12,11,0.130723499711649
"Picdun 2: Witch's Curse",-8,7,5,0.142906762753382
Pick-A-Gem,-7,6,3,0.129955038505829
Picklock,-11,17,12,0.167583163015259
Picross 3D: Round 2,-1,7,7,0.167025999678418
Picross Lord of the Nazarick,-1,4,4,0.106746136294301
Picross S,13,5,11,0.159731628275222
Picross S 2,-4,6,5,0.134432834117803
Picross S 3,-17,14,9,0.20300927481748
Picross S 4,-1,4,4,0.12379018821474
Picross S 5,-1,6,6,0.135894919573265
Picross S 6,-2,7,5,0.177295141927014
Picross e,-2,4,3,0.104887307676511
Picross e2,-7,6,3,0.113837774699667
Picross e3,4,3,4,0.122183339377189
Picross e4,0,3,3,6.86600431991963e-02
Picross e5,-2,4,3,0.122190917813504
Picross e6,-4,4,3,6.57322919179167e-02
Picross e7,-2,11,12,0.198222384003116
Picross e8,-12,8,4,0.15601047858022
Picross for a Cause,1,3,3,0.106746136294301
Pictionary,-2,4,4,7.14625591402767e-02
Pictionary: Ultimate Edition,-2,8,11,9.43607510006627e-02
PictoParty,-7,6,3,0.113837774699667
PictoQuest,5,5,6,0.167014911367471
Picture Book Games: Pop-Up Pursuit,3,6,7,0.176181350847154
Piczle Colors,3,3,4,0.117264942820175
Piczle Cross Adventure,-2,6,6,0.170516871599945
Piczle Lines DX,3,6,9,0.144304394828022
Piczle Lines DX: 500 More Puzzles,12,4,10,0.153471218180913
Pid,3,8,12,0.126135177463833
Pier Solar and the Great Architects,-14,16,11,0.10763851859292
Piffle,-4,12,12,0.183818604136965
Pig Eat Ball,-15,25,21,0.167775321784238
"Piglet's Big Game",-16,11,6,0.126873874285513
Pikmin,1,2,3,8.17288805281595e-02
Pikmin 2,-25,15,4,0.180323347304773
Pikmin 3,-2,2,1,6.86622922458912e-02
Pikmin 3 Deluxe,4,6,11,0.115569403984519
Pikuniku,24,12,25,0.141968699505117
Pile Up! Box by Box,10,6,9,0.188010703518277
Pilgrims,-4,4,4,0.104878478902404
Pillar,-16,16,9,0.1634133820208
Pillars of Dust,1,8,10,0.159812767693596
Pillars of Eternity II: Deadfire,1,8,10,0.126136400755933
Pillars of Eternity II: Deadfire - Ultimate Edition,1,7,8,0.114718964003024
Pillars of Eternity: Complete Edition,4,15,17,0.150072177305815
Pilot Sports,-5,16,18,0.134908990167844
Pilotwings 64,0,3,4,9.29752697541374e-02
Pilotwings Resort,-1,5,4,0.141559663745066
Pimp My Ride,-43,31,16,0.144566197009578
Pinball FX,2,4,5,0.122190917813504
Pinball FX 2,11,5,12,0.116398719074464
Pinball FX 2: Aliens Vs. Pinball,-4,3,1,7.92740035289418e-02
Pinball FX 2: Epic Quest,1,3,4,9.91111920015578e-02
Pinball FX 2: Guardians of the Galaxy,-7,6,3,0.10202273372745
Pinball FX 2: Iron and Steel Pack,5,3,5,0.123775226716618
Pinball FX 2: MARS,-12,9,3,0.150889231534386
Pinball FX 2: Marvel Pinball,3,4,6,0.113864885709875
Pinball FX 2: Marvel Pinball - Avengers Chronicles,6,2,4,0.122170707605325
Pinball FX 2: Marvel Pinball - Captain America,3,2,4,9.08299757588196e-02
Pinball FX 2: Marvel Pinball - Civil War,-6,4,1,8.86170990538679e-02
Pinball FX 2: Marvel Pinball - Fantastic Four,2,4,5,0.122190917813504
Pinball FX 2: Marvel Pinball - Vengeance and Virtue,-2,3,2,8.86449594959785e-02
"Pinball FX 2: Marvel's Ant-Man",1,3,3,0.106746136294301
"Pinball FX 2: Marvel's Avengers - Age of Ultron",-1,3,3,0.110365720360342
"Pinball FX 2: Marvel's Women of Power",0,12,14,0.148322645438491
"Pinball FX 2: Ms. 'Splosion Man",3,3,4,0.113864885709875
Pinball FX 2: Plants vs. Zombies,4,3,5,0.115572744137922
Pinball FX 2: Portal Pinball,8,3,5,0.145630345249702
"Pinball FX 2: Sorcerer's Lair",-2,3,3,8.40956254935284e-02
Pinball FX 2: South Park: Super-Sweet Pinball,-2,2,1,6.86622922458912e-02
Pinball FX 2: Star Wars Pinball,-4,7,4,0.161030224050964
Pinball FX 2: Star Wars Pinball - Rogue One,5,7,9,0.119741660584237
Pinball FX 2: Star Wars Rebels,-10,9,5,0.188010703518277
Pinball FX 2: The Walking Dead,6,14,18,0.173919726088924
Pinball FX 2: Venom,-8,4,1,0.112088343157051
Pinball FX 2: Zen Classics,-2,5,5,0.145662134171079
Pinball FX2 VR,0,3,4,0.108571724005093
Pinball FX3,6,19,24,0.15689607719586
Pinball FX3 - Star Wars: The Last Jedi,-2,12,15,0.152243237064859
Pinball FX3 - Williams Pinball: Universal Monsters,-2,12,12,0.131473386344319
Pinball FX3: Balls of Glory Pinball,-12,13,7,0.192127414225985
Pinball FX3: Bethesda Pinball,2,2,3,9.29719498609099e-02
Pinball FX3: Carnivals & Legends,0,5,7,0.142941316767731
Pinball FX3: Jurassic World Pinball,1,13,16,0.124827952346449
Pinball FX3: Star War Pinball - Solo Pack,-8,18,17,0.186979123296057
Pinball FX3: The Walking Dead,5,4,8,0.12691005226398
Pinball FX3: Universal Classics Pinball,7,10,14,0.146316238921585
Pinball FX3: Williams Pinball - Volume 1,-4,19,22,0.14474239451988
Pinball FX3: Williams Pinball - Volume 2,4,23,31,0.173540380352177
Pinball FX3: Williams Pinball - Volume 3,8,9,14,0.140142918369736
Pinball FX3: Williams Pinball - Volume 5,19,15,22,0.130328885543581
Pinball FX3: Williams Pinball - Volume 6,-2,11,12,0.107344216018725
Pinball Fantasies,5,5,7,0.159801178870485
Pinball Hall of Fame - The Gottlieb Collection,2,7,8,0.125354899410184
Pinball Hall of Fame: The Gottlieb Collection,-13,17,12,0.120547110452896
Pinball Hall of Fame: The Williams Collection,-3,24,23,0.111234527849763
Pinball Lockdown,-19,14,8,0.228481111801369
Pinball Tycoon,-5,4,2,0.106728785546688
Pinballistik,-6,4,2,7.14539218767141e-02
Pine,19,18,27,0.204510667056792
Pineview Drive,-14,9,6,0.177211556493915
Ping Pong Trick Shot,2,6,9,0.137331327382305
Pinkman+,-15,17,9,0.112683029949222
Pinobee: Wings of Adventure,1,2,2,9.08367719933833e-02
"Pinocchio's Puzzle",0,3,3,9.71095021238936e-02
Pinstripe,-5,11,9,9.77665518637673e-02
Piofiore: Fated Memories,-2,11,13,0.239513610695684
Pipe Dreams 3D,-1,6,6,0.147006284333044
Pipe Madness,-10,9,7,0.156032240261092
Pipe Mania,13,6,11,0.1336718429425
Pipe Push Paradise,-8,15,10,0.133442656699793
Piposh,9,4,8,0.149614022578106
Pirate Pop Plus,-17,24,17,0.157299024861731
Pirates Outlaws,-12,11,6,0.168132514735576
Pirates Pinball,2,5,6,0.137331327382305
Pirates PlundArrr,-6,4,1,6.26666782950451e-02
Pirates of First Star,5,4,6,0.135881290898835
Pirates of the Caribbean,-8,5,1,9.70586328159903e-02
"Pirates of the Caribbean: At World's End",3,17,21,9.60766915572733e-02
"Pirates of the Caribbean: Dead Man's Chest",-1,10,10,0.144973939918363
Pirates of the Caribbean: The Curse of the Black Pearl,0,4,5,0.122193443854495
Pirates of the Caribbean: The Legend of Jack Sparrow,-5,4,2,9.08163817639055e-02
Pirates vs Ninjas Dodgeball,-9,10,6,0.109447724054059
Pirates: All Aboard!,-11,6,1,0.113788958603639
"Pirates: Hunt for Blackbeard's Booty",-18,10,2,0.150797150410274
Pirates: Legend of the Black Buccaneer,-2,4,4,0.101071720548981
Pirates: The Key of Dreams,-7,5,2,7.00623751364033e-02
Pirates: The Legend of Black Kat,-8,9,5,0.113848958707094
Pirates: Treasure Hunters,-5,5,3,0.120558915605004
Pirouette,-19,10,2,0.149469538729289
Pistol Whip,1,17,19,0.180028044920966
Pit Crew Panic!,4,3,5,0.112121383199966
Pit People,-6,7,3,0.128442169985475
Pitfall Planet,-7,10,6,0.18056966625369
Pitfall: The Big Adventure,0,7,10,0.150962855994381
Pitfall: The Lost Expedition,-1,14,15,9.26072376261283e-02
Pitfall: The Mayan Adventure,0,3,3,9.71095021238936e-02
Pity Pit,-3,4,3,0.113864885709875
Pix the Cat,-8,26,25,0.156684730105313
"Pix'n Love Rush",8,5,7,0.158548007057884
PixARK,9,12,18,0.131961459454677
Pixel Devil and the Broken Cartridge,-4,3,2,0.112121383199966
Pixel Game Maker MV,-3,4,2,0.106740353025139
Pixel Gear,4,5,7,0.142932679047279
Pixel Heroes: Byte & Magic,-9,17,15,0.167587766663743
Pixel Hunter,-16,13,7,0.194117265631981
Pixel Paint,3,8,10,0.155434666902319
Pixel Piracy,-12,15,10,0.140131907683088
Pixel Puzzle Makeout League,2,8,10,0.175064881498329
Pixel Ripped 1989,7,3,7,0.126895458611235
Pixel Ripped 1995,-9,16,12,0.155425732292238
Pixel Slime U,-8,5,1,9.70586328159903e-02
PixelJunk 4am,-4,3,1,5.60551854671211e-02
PixelJunk Eden,-2,2,1,6.86622922458912e-02
PixelJunk Eden 2,-17,15,13,0.221520454655722
PixelJunk Eden Encore,8,4,10,0.145630345249702
PixelJunk Monsters,-10,8,4,9.90827718074695e-02
PixelJunk Monsters 2,-13,23,19,0.187492845765915
PixelJunk Monsters Deluxe,-3,6,7,0.132967439243968
PixelJunk Monsters Encore,-1,7,7,0.157334885200299
PixelJunk Racers,7,2,4,8.97303595845042e-02
PixelJunk Racers: 2nd Lap,11,3,10,0.129912278806047
PixelJunk Shooter,-8,6,3,0.108526227497305
PixelJunk Shooter 2,-4,9,9,0.163452095963311
PixelJunk Shooter Ultimate,0,2,3,7.41686073637029e-02
PixelJunk SideScroller,-5,6,5,0.129969288612895
PixelMaker,2,3,3,0.115580756020692
PixlCross,1,3,3,0.106746136294301
Piyotama,3,8,10,0.119744237786741
Pizza Parking,-4,4,2,0.115572744137922
Pizza Time Explosion,4,6,7,0.158571367027618
Pizza Titan Ultra,-1,14,16,0.144290250722419
Plague Inc: Evolved,-16,18,12,0.134408087658821
Plague Road,-30,24,12,0.178286686648425
Plain Video Poker,-2,4,4,0.101071720548981
Planescape: Torment - Enhanced Edition,0,3,3,0.101074774398197
Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,-13,16,11,0.110338839007865
Planet 2000,-11,8,3,0.14149423540259
Planet 51,6,9,13,0.106114792488108
Planet Alpha,-36,40,28,0.200767912339984
Planet Coaster: Console Edition,9,17,22,0.130339243544902
Planet Coaster: Ghostbusters,5,4,5,0.141546580496053
Planet Coaster: Studios Pack,-7,6,3,0.126895458611235
Planet Coaster: Vintage Pack,-4,5,4,0.108560351665688
"Planet Coaster: World's Fair Pack",-8,5,1,9.70586328159903e-02
Planet Crashers (3DSWare),4,4,6,0.118923983302215
Planet Fish,6,3,8,0.112107617698791
Planet Minigolf,3,2,4,6.42228866023943e-02
Planet Minigolf: Stronghold Island,6,4,7,0.134421353453867
Planet Monsters,-6,4,1,8.86170990538679e-02
Planet Pachinko,-15,9,3,0.157224984992039
Planet RIX-13,-14,13,7,0.122150497775903
Planet Stronghold 2,1,3,5,9.50640508450686e-02
Planet Zoo,4,8,11,0.170511441039852
Planet Zoo: Aquatic,5,2,4,0.106728785546688
Planet Zoo: Arctic Pack,20,5,14,0.189967312676951
Planet Zoo: South America Pack,-4,4,2,9.70967872954104e-02
Planet of the Apes,-4,3,1,5.60551854671211e-02
Planet of the Apes: Last Frontier,-12,17,15,0.172774578195072
Planet of the Eyes,8,6,11,0.113848958707094
PlanetSide 2,-3,5,5,0.123785201249627
Planetarian,-16,11,7,0.200097667820303
Planetbase,0,5,6,8.63953264120782e-02
Planets Under Attack,-19,15,7,0.132166202276089
Plantera,-8,16,14,0.154794667135615
Plantera Deluxe,8,3,9,0.13440527887685
