Game,StdDev_Sentiment,TotalNegative,TotalPositive,StdDev_ContainWord
AereA,0,8,8,7.92778959013954e-02
"Aerial_Knight's Never Yield",0,16,16,7.92759496435017e-02
Aero Elite: Combat Academy,0,4,4,7.92817888472546e-02
Aero Porter,-16,18,8,0.145616041822348
Aero Racer,0,4,4,7.92817888472546e-02
Aero the Acro-Bat 2,0,4,4,7.92817888472546e-02
Aero the Acro-bat,0,4,4,7.92817888472546e-02
AeroWings 2: Air Strike,14,4,12,0.106700951063307
Aeronautica Imperialis: Flight Command,0,4,4,7.92817888472546e-02
Aery - A Journey Beyond Time,-4,6,4,8.86362530225011e-02
Aery - Little Bird Adventure,0,4,4,7.92817888472546e-02
Aery - Sky Castle,0,4,4,7.92817888472546e-02
AeternoBlade,-22,22,14,0.107939583123108
AeternoBlade II,0,12,12,7.92765983802061e-02
Affordable Space Adventures,0,4,4,7.92817888472546e-02
Afrika,10,16,24,0.180562186169408
Afro Samurai,0,8,8,7.92778959013954e-02
Afro Samurai 2: Revenge of Kuma Volume One,-20,16,12,0.177235944781747
After Burner Climax,20,10,18,0.115549710126801
After Burner: Black Falcon,-6,10,10,0.123773043394542
Aftercharge,0,4,4,7.92817888472546e-02
Afterparty,4,32,36,0.123769380899149
Against The Moon,0,4,4,7.92817888472546e-02
Agartha-S,0,4,4,7.92817888472546e-02
Agassi Tennis Generation,0,4,4,7.92817888472546e-02
"Agatha Christie's The ABC Murders",2,14,14,0.109456446419
Agatha Christie: And Then There Were None,0,4,4,7.92817888472546e-02
Agatha Christie: Evil Under the Sun,0,4,4,7.92817888472546e-02
Agatha Christie: The ABC Murders,0,4,4,7.92817888472546e-02
Agatha Knife,0,4,4,7.92817888472546e-02
Age of Booty,0,8,8,7.92778959013954e-02
Age of Empires II: Definitive Edition,-4,6,4,8.86362530225011e-02
Age of Empires III: Definitive Edition,0,4,4,7.92817888472546e-02
Age of Wonders: Planetfall,-2,22,24,0.114996545355169
Age of Wonders: Planetfall - Invasions,0,8,8,7.92778959013954e-02
Age of Wonders: Planetfall - Revelations,0,8,8,7.92778959013954e-02
Age of Wonders: Planetfall - Star Kings,0,8,8,7.92778959013954e-02
Age of Zombies,16,6,14,0.142892726829098
Ageless,0,8,8,7.92778959013954e-02
Agent A: A Puzzle In Disguise,0,18,18,8.4084842366885e-02
Agent Klutz,0,4,4,7.92817888472546e-02
Agents of Mayhem,0,8,8,7.92778959013954e-02
Agents vs. Villain,0,4,4,7.92817888472546e-02
Ages of Mages: The last keeper,0,4,4,7.92817888472546e-02
Aggelos,8,12,18,8.40838995007884e-02
Aggressive Inline,38,20,38,0.114266625966085
Agony,-4,16,14,8.40851227202148e-02
Aground,-4,10,8,8.40859892616487e-02
AiRace Speed,18,18,26,0.221571134368812
AiRace Xeno,0,4,4,7.92817888472546e-02
Aidyn Chronicles: The First Mage,8,6,8,0.12217133885274
Air Battle Hockey 3D,0,4,4,7.92817888472546e-02
"Air Bounce - The Jump 'n' Run Challenge",0,4,4,7.92817888472546e-02
Air Conflicts Collection,0,4,4,7.92817888472546e-02
Air Conflicts Double Pack,0,4,4,7.92817888472546e-02
Air Conflicts: Aces of World War II,6,12,16,0.149636454680403
Air Conflicts: Pacific Carriers,-4,14,12,8.25132841977151e-02
Air Conflicts: Secret Wars,-4,14,12,8.25132841977151e-02
Air Conflicts: Vietnam,-4,10,8,8.40859892616487e-02
Air Conflicts: Vietnam Ultimate Edition,0,4,4,7.92817888472546e-02
Air Guitar Warrior,8,12,14,0.15605844770887
Air Hockey,0,4,4,7.92817888472546e-02
Air Mail,0,4,4,7.92817888472546e-02
Air Marty,0,4,4,7.92817888472546e-02
Air Missions: HIND,6,10,14,9.40101733956287e-02
AirBlade,-8,8,4,9.70872507057596e-02
AirForce Delta Storm,12,10,16,0.102978265871757
AirForce Delta Strike,6,14,18,0.159793208837956
AirMech Arena,0,4,4,7.92817888472546e-02
Airborne Kingdom,-14,14,8,0.138715880530457
Airborne Troops: Countdown to D-Day,8,6,12,0.12217133885274
Aircraft Evolution,0,12,12,7.92765983802061e-02
Airheart: Tales of Broken Wings,2,14,16,0.100408246266207
Airplane Mode,0,4,4,7.92817888472546e-02
Airport Mania: First Flight,0,4,4,7.92817888472546e-02
Airport Simulator 2019,0,4,4,7.92817888472546e-02
Akai Katana,0,4,4,7.92817888472546e-02
Akane,0,4,4,7.92817888472546e-02
Akari by Nikoli,0,4,4,7.92817888472546e-02
Akash: Path of the Five,6,12,14,0.154798155932251
"Akiba's Beat",0,4,4,7.92817888472546e-02
"Akiba's Trip: Undead & Undressed",38,18,34,0.152834429548027
Akihabara: Feel the Rhythm Remixed,0,4,4,7.92817888472546e-02
Akimi Village,0,4,4,7.92817888472546e-02
Akuatica: Turtle Racing,0,4,4,7.92817888472546e-02
Akuto: Showdown,0,4,4,7.92817888472546e-02
Alan Wake,0,4,4,7.92817888472546e-02
"Alan Wake's American Nightmare",0,4,4,7.92817888472546e-02
Alan Wake: The Signal,0,4,4,7.92817888472546e-02
Alan Wake: The Writer,0,4,4,7.92817888472546e-02
Alba: a Wildlife Adventure,12,6,12,0.137299859051454
Albedo: Eyes from Outer Space,-42,22,10,0.144908273911757
Albert & Otto: The Adventure Begins,0,8,8,7.92778959013954e-02
Alchemic Dungeons,-8,12,8,0.115561392888654
Alchemic Jousts,0,8,8,7.92778959013954e-02
"Alder's Blood",-32,28,14,0.132915933585654
Aldred - Knight of Honor,12,10,16,0.137299859051454
"Alekhine's Gun",0,8,8,7.92778959013954e-02
Aleste Collection,0,4,4,7.92817888472546e-02
Alex Kidd in Miracle World,8,8,12,0.128441568613032
Alex Rider: Stormbreaker,0,4,4,7.92817888472546e-02
Alfa Romeo Racing Italiano,0,4,4,7.92817888472546e-02
Alias,8,12,18,0.112113123290983
Alice and You in the planet of numbers,-4,6,4,8.86362530225011e-02
Alice in Wonderland,0,4,4,7.92817888472546e-02
Alice: Madness Returns,0,8,8,7.92778959013954e-02
Alien Breed,-10,22,16,0.173912628374762
Alien Breed 2: Assault,10,12,20,0.112984118554006
Alien Breed 3: Descent,-18,34,30,0.162824000834794
Alien Breed: Evolution,10,16,20,0.17837321216742
Alien Breed: Impact,0,4,4,7.92817888472546e-02
Alien Chaos 3D,4,14,20,0.172788866828107
Alien Crush Returns,8,10,14,0.142918640577565
Alien Front Online,4,8,10,0.118920088263882
Alien Function,-4,6,4,8.86362530225011e-02
Alien Havoc,-2,10,14,0.152243237064859
Alien Hominid,18,24,34,0.152869757828593
Alien Hominid HD,0,4,4,7.92817888472546e-02
Alien Monster Bowling League,0,4,4,7.92817888472546e-02
Alien Rage,-20,30,24,0.142906764662346
Alien Resurrection,-48,24,8,0.191934975121692
Alien Spidy,0,20,20,0.126906554184726
Alien Syndrome,32,16,32,0.144253727127663
Alien Zombie Death,0,4,4,7.92817888472546e-02
Alien Zombie Megadeath,0,4,4,7.92817888472546e-02
Alien on the Run,0,4,4,7.92817888472546e-02
Alien: Isolation,0,12,12,7.92765983802061e-02
Alien: Isolation - Corporate Lockdown,0,4,4,7.92817888472546e-02
AlienCruise,-4,6,4,8.86362530225011e-02
Alienation,40,8,24,0.189948654589917
Alienators: Evolution Continues,0,4,4,7.92817888472546e-02
Aliens Versus Predator: Extinction,-22,18,12,0.124544727017114
Aliens in the Attic,0,8,8,7.92778959013954e-02
Aliens vs. Predator,36,14,28,0.146942635166232
Aliens vs. Predator: Requiem,10,8,12,0.132945094766888
Aliens: Colonial Marines,-12,20,16,0.113848111683556
All Grown Up! Express Yourself,8,8,12,0.128441568613032
All Star Cheer Squad,0,4,4,7.92817888472546e-02
All Star Cheer Squad 2,0,4,4,7.92817888472546e-02
All Star Karate,0,4,4,7.92817888472546e-02
All Zombies Must Die!,4,24,24,0.154794541836816
All-Pro Football 2K8,0,12,12,9.90973698767443e-02
All-Star Baseball 2002,8,8,12,9.08208422048834e-02
All-Star Baseball 2003,12,18,24,9.18949754171497e-02
All-Star Baseball 2004,2,18,24,0.112696379072542
All-Star Baseball 2004 featuring Derek Jeter,-6,8,8,0.110349287490843
All-Star Baseball 2005,12,10,16,0.102978265871757
All-Star Fruit Racing,0,12,12,7.92765983802061e-02
"Allison's Diary: Rebirth",0,4,4,7.92817888472546e-02
Almightree: The Last Dreamer,0,4,4,7.92817888472546e-02
Almost There: The Platformer,-4,14,12,8.25132841977151e-02
Alone With You,0,4,4,7.92817888472546e-02
Alone in the Dark,22,18,32,0.114987600929293
Alone in the Dark: Inferno,-6,12,16,0.164636782346582
Alone in the Dark: The New Nightmare,-6,12,10,9.80996218096443e-02
Along Together,0,4,4,7.92817888472546e-02
Along the Edge,0,4,4,7.92817888472546e-02
Alpaca Ball: Allstars,0,4,4,7.92817888472546e-02
Alpha Invasion,2,10,10,0.132959021674044
Alpha Mission,-6,14,14,0.162233072602609
Alpha Protocol,0,8,8,7.92778959013954e-02
Alphadia,-2,16,20,0.159797071306219
Alphadia Genesis,0,12,12,7.92765983802061e-02
Alphaman,0,4,4,7.92817888472546e-02
Alt-Frequencies,0,4,4,7.92817888472546e-02
Alt254,0,4,4,7.92817888472546e-02
Alter Echo,-8,16,12,0.10487185618373
Altered Beast,-2,12,12,0.102026797793703
Altered Beast: Guardian of the Realms,0,4,4,7.92817888472546e-02
Alteric,10,18,22,0.106727379204817
Alternate Jake Hunter: Daedalus - The Awakening of Golden Jazz,0,12,12,7.92765983802061e-02
Alundra,0,4,4,7.92817888472546e-02
Alvastia Chronicles,0,8,8,7.92778959013954e-02
Alvin and the Chipmunks,-26,28,24,0.161602751871487
Alvin and the Chipmunks: Chipwrecked,8,10,14,9.90942560063017e-02
Alvo,0,4,4,7.92817888472546e-02
"Alwa's Awakening",0,12,12,7.92765983802061e-02
"Alwa's Legacy",0,8,8,7.92778959013954e-02
Always Sometimes Monsters,0,4,4,7.92817888472546e-02
Amairo Chocolate,0,4,4,7.92817888472546e-02
Amazing Brick Breaker,0,4,4,7.92817888472546e-02
Amazing Cultivation Simulator,-4,6,4,8.86362530225011e-02
Amazing Discoveries In Outer Space,0,4,4,7.92817888472546e-02
Amazing Island,0,6,6,9.7099964285426e-02
Amazing Princess Sarah,0,4,4,7.92817888472546e-02
Ambition of the Slimes,0,8,8,7.92778959013954e-02
"America's Army: Rise of a Soldier",0,4,4,7.92817888472546e-02
"America's Army: True Soldiers",-16,16,8,0.128412733418039
"America's Greatest Game Shows: Wheel of Fortune & Jeopardy!",18,8,18,0.100067828017543
American Bass Challenge,4,6,10,0.115569403984519
American Chopper,8,16,20,0.128442469225153
American Chopper 2: Full Throttle,8,14,18,9.29585763549701e-02
American Fugitive,0,12,12,7.92765983802061e-02
American Idol,10,8,14,8.97311120042056e-02
American Mensa Academy,0,4,4,7.92817888472546e-02
American Truck Simulator: Utah,0,4,4,7.92817888472546e-02
Amnesia Collection,-16,32,28,0.132453429838666
Amnesia: Rebirth,24,8,16,0.117229901969042
Among Us,-4,8,6,0.104877005922553
Among the Sleep,-46,26,12,0.147582643487138
Among the Sleep: Enhanced Edition,-4,6,6,0.118920088263882
Amped 2,12,8,16,0.142907843753428
Amped 3,0,4,4,7.92817888472546e-02
Amped: Freestyle Snowboarding,0,4,4,7.92817888472546e-02
Amplitude,-4,10,8,8.40859892616487e-02
An Evil Existence,0,4,4,7.92817888472546e-02
An Interesting Journey of Monsieur PAF,0,4,4,7.92817888472546e-02
AnShi,0,4,4,7.92817888472546e-02
Analog Party Sim,0,4,4,7.92817888472546e-02
Anamorphine,0,4,4,7.92817888472546e-02
Anarchy Reigns,-8,12,8,8.86319007476699e-02
Anarchy: Rush Hour,-4,12,12,0.153526513856469
Anarcute,0,8,8,7.92778959013954e-02
Ancestors Legacy,-2,28,26,0.128951389146346
Ancestors: The Humankind Odyssey,-4,26,22,0.117808397413646
Ancient Amuletor,42,12,30,0.204858285061112
Ancient Amuletor: Into the Ice,0,4,4,7.92817888472546e-02
Ancient Enemy,0,4,4,7.92817888472546e-02
Ancients of Ooga,-4,6,4,8.86362530225011e-02
And 1 Streetball,-2,16,16,0.109456446419
And Yet It Moves,0,4,4,7.92817888472546e-02
Android Hunter A,0,4,4,7.92817888472546e-02
Angelo and Deemon: One Hell of a Quest,-4,10,8,0.118920088263882
Angels of Death,-4,14,12,8.25132841977151e-02
Angels with Scaly Wings,0,8,8,7.92778959013954e-02
AngerForce: Reloaded,0,26,28,0.12429835812697
"Angler's Club: Ultimate Bass Fishing 3D",0,4,4,7.92817888472546e-02
Angry Birds,8,6,8,0.12217133885274
Angry Birds Star Wars,-8,28,26,8.95141593414735e-02
Angry Birds Trilogy,4,26,30,0.112112951143976
Angry Birds VR: Isle of Pigs,16,6,14,0.160991407125111
Angry Bunnies,0,4,4,7.92817888472546e-02
Angry Bunnies: Colossal Carrot Crusade,0,10,14,0.10298500771378
Angry Golf,0,4,4,7.92817888472546e-02
Angry Video Game Nerd Adventures,6,20,22,0.146314326909504
Angry Video Game Nerd I & II Deluxe,6,14,18,0.118086675092705
Anima: Ark of Sinners,0,4,4,7.92817888472546e-02
Anima: Gate of Memories,0,12,12,7.92765983802061e-02
Anima: Gate of Memories - Arcane Edition,0,4,4,7.92817888472546e-02
Anima: Gate of Memories - The Nameless Chronicles,0,12,12,7.92765983802061e-02
Animal Crossing,22,10,20,0.164584289648314
Animal Crossing: City Folk,2,18,18,0.176167550319327
Animal Crossing: Happy Home Designer,0,4,4,7.92817888472546e-02
Animal Crossing: New Horizons,0,4,4,7.92817888472546e-02
Animal Crossing: New Leaf,8,8,14,0.14831432275827
Animal Crossing: New Leaf - Welcome Amiibo,-12,16,12,0.153510432308897
Animal Crossing: amiibo Festival,0,4,4,7.92817888472546e-02
Animal Doctor,0,4,4,7.92817888472546e-02
Animal Fight Club,0,4,4,7.92817888472546e-02
Animal Force,-6,12,10,0.141541399608958
Animal Friends Adventure,0,4,4,7.92817888472546e-02
Animal Rescuer,16,8,14,0.134392077945828
Animal Super Squad,8,8,14,8.63875123005939e-02
"Animaniacs: Lights, Camera, Action!",0,4,4,7.92817888472546e-02
Animaniacs: The Great Edgar Hunt,-10,12,8,9.40068910177885e-02
Animated Jigsaws: Beautiful Japanese Scenery,0,4,4,7.92817888472546e-02
Animated Jigsaws: Japanese Women,0,4,4,7.92817888472546e-02
Animorphs: Shattered Reality,0,4,4,7.92817888472546e-02
Animus: Stand Alone,0,4,4,7.92817888472546e-02
Ann Achronist: Many Happy Returns,0,4,4,7.92817888472546e-02
Anna: Extended Edition,0,8,8,7.92778959013954e-02
Anno 1800: Botanica,0,4,4,7.92817888472546e-02
Anno 1800: Bright Harvest,0,4,4,7.92817888472546e-02
Anno 1800: Land of Lions,0,4,4,7.92817888472546e-02
Anno 1800: Seat of Power,-4,6,4,8.86362530225011e-02
Anno 1800: Sunken Treasure,0,4,4,7.92817888472546e-02
Anno 1800: The Passage,0,4,4,7.92817888472546e-02
Anno History Collection,-8,10,8,0.108549689155063
Anode,0,4,4,7.92817888472546e-02
Anodyne,-12,16,14,9.84297579344819e-02
Anodyne 2: Return to Dust,6,22,28,8.45499463591125e-02
Anomaly 2,-18,12,6,0.14425171885558
Anomaly: Warzone Earth,0,8,8,7.92778959013954e-02
Another Brick in the Mall,0,4,4,7.92817888472546e-02
Another Dawn,-4,6,4,8.86362530225011e-02
Another Eden,0,4,4,7.92817888472546e-02
"Another Lost Phone: Laura's Story",0,4,4,7.92817888472546e-02
Another Sight,0,12,12,7.92765983802061e-02
Another World,12,4,10,0.108535473451659
Another World: 20th Anniversary Edition,-64,50,24,0.118224143225905
Anoxemia,0,8,8,7.92778959013954e-02
Ant Nation,0,4,4,7.92817888472546e-02
AntVentor,0,8,8,7.92778959013954e-02
Antares,0,4,4,7.92817888472546e-02
Anthem,-8,18,14,0.112113123290983
Anthill,0,4,4,7.92817888472546e-02
Antigraviator,0,8,8,7.92778959013954e-02
Antiquia Lost,0,8,8,7.92778959013954e-02
Antonball Deluxe,0,4,4,7.92817888472546e-02
Antz Extreme Racing,-20,18,12,0.120541155446454
Anubis II,-4,12,12,0.156064380023992
"Anyone's Diary",0,4,4,7.92817888472546e-02
Aokana - Four Rhythms Across the Blue,20,4,14,0.12839110277188
Apache Overkill,0,4,4,7.92817888472546e-02
Apache: Air Assault,0,8,8,7.92778959013954e-02
Ape Escape,12,10,16,0.142907843753428
Ape Escape 2,10,4,8,0.106718302927643
Ape Escape 3,4,10,12,0.16582789793543
Ape Escape Academy,4,4,6,8.86362530225011e-02
Ape Escape: On the Loose,0,4,4,7.92817888472546e-02
Ape Escape: Pumped & Primed,-6,8,10,0.123773043394542
Ape Out,0,4,4,7.92817888472546e-02
Ape Quest,8,6,12,0.108549689155063
Aperion Cyberstorm,-4,6,4,8.86362530225011e-02
Apex,4,8,8,0.128448776400351
Apex Construct,0,4,4,7.92817888472546e-02
Apex Legends,-4,14,12,8.25132841977151e-02
Apocalipsis: The Tree of the Knowledge of Good and Evil,0,4,4,7.92817888472546e-02
Apocryph: an old-school shooter,-4,6,4,8.86362530225011e-02
Apollo 11 VR Experience,-4,6,4,8.86362530225011e-02
Apollo Justice: Ace Attorney,0,4,4,7.92817888472546e-02
Apotheon,0,4,4,7.92817888472546e-02
Apparition,-22,18,10,0.149578697904897
Apples to Apples,0,4,4,7.92817888472546e-02
Applewood,0,4,4,7.92817888472546e-02
Apsulov: End of Gods,0,14,18,0.177279469240246
Aqua,0,4,4,7.92817888472546e-02
Aqua Aqua,0,4,4,7.92817888472546e-02
Aqua Kitty UDX,0,8,8,7.92778959013954e-02
Aqua Kitty: Milk Mine Defender DX,-8,8,4,9.70872507057596e-02
Aqua Lungers,0,4,4,7.92817888472546e-02
Aqua Moto Racing 3D,34,6,22,0.162099863016888
Aqua Moto Racing Utopia,76,22,62,0.127620356003203
Aqua Panic,0,4,4,7.92817888472546e-02
Aqua TV,0,8,8,7.92778959013954e-02
Aqua Teen Hunger Force Zombie Ninja Pro-Am,0,4,4,7.92817888472546e-02
AquaPazza: AquaPlus Dream Match,-4,6,4,8.86362530225011e-02
AquaSpace,0,4,4,7.92817888472546e-02
Aquadine,-4,6,4,8.86362530225011e-02
Aquaman: Battle for Atlantis,4,16,20,0.132952493033856
Aquanox Deep Descent,0,4,4,7.92817888472546e-02
Aquattack!,0,4,4,7.92817888472546e-02
Ar nosurge: Ode to an Unborn Star,0,4,4,7.92817888472546e-02
Ar tonelico II: Melody of Metafalica,0,4,4,7.92817888472546e-02
Ar tonelico Qoga: Knell of Ar Ciel,0,4,4,7.92817888472546e-02
Ar tonelico: Melody of Elemia,0,4,4,7.92817888472546e-02
Ara Fell: Enhanced Edition,-4,14,12,8.25132841977151e-02
Aragami,0,6,8,0.108561060377507
Aragami: Nightfall,0,4,4,7.92817888472546e-02
Aragami: Shadow Edition,14,14,22,0.101699847008618
Arc Apellago,0,4,4,7.92817888472546e-02
Arc Rise Fantasia,0,4,4,7.92817888472546e-02
Arc of Alchemist,-2,16,14,0.105806855001726
Arc the Lad Collection,6,4,6,9.90952293689209e-02
Arc the Lad: End of Darkness,-26,18,10,0.173848735907301
Arc the Lad: Twilight of the Spirits,0,4,4,7.92817888472546e-02
"Arca's Path VR",0,4,4,7.92817888472546e-02
Arcade Air Hockey & Bowling,0,4,4,7.92817888472546e-02
Arcade Archives: 10-Yard Fight,2,6,6,0.106735651971111
Arcade Archives: Bomb Jack,0,4,4,7.92817888472546e-02
Arcade Archives: Bubble Bobble,-14,14,10,0.159773895096041
Arcade Archives: Buta San,0,4,4,7.92817888472546e-02
Arcade Archives: City Connection,0,4,4,7.92817888472546e-02
Arcade Archives: Cosmo Police Galivan,0,4,4,7.92817888472546e-02
Arcade Archives: Crazy Climber,0,4,4,7.92817888472546e-02
Arcade Archives: Crazy Climber 2,0,4,4,7.92817888472546e-02
Arcade Archives: Donkey Kong,0,4,4,7.92817888472546e-02
Arcade Archives: Donkey Kong Jr.,0,4,4,7.92817888472546e-02
Arcade Archives: Double Dragon,0,4,4,7.92817888472546e-02
Arcade Archives: Double Dragon II - The Revenge,-4,6,4,8.86362530225011e-02
Arcade Archives: Excitebike,0,4,4,7.92817888472546e-02
Arcade Archives: Exerion,0,4,4,7.92817888472546e-02
Arcade Archives: Haunted Castle,0,4,4,7.92817888472546e-02
Arcade Archives: Heroic Episode,-4,6,4,8.86362530225011e-02
Arcade Archives: Ikki,0,4,4,7.92817888472546e-02
Arcade Archives: In the Hunt,0,4,4,7.92817888472546e-02
Arcade Archives: Kid Niki Radical Ninja,0,4,4,7.92817888472546e-02
"Arcade Archives: Kid's HoreHore Daisakusen",0,4,4,7.92817888472546e-02
Arcade Archives: Life Force,0,4,4,7.92817888472546e-02
Arcade Archives: MagMax,0,4,4,7.92817888472546e-02
Arcade Archives: Mario Bros.,0,4,4,7.92817888472546e-02
Arcade Archives: Mat Mania Exciting Hour,0,4,4,7.92817888472546e-02
Arcade Archives: Moon Patrol,0,4,4,7.92817888472546e-02
Arcade Archives: Ninja-Kid,0,4,4,7.92817888472546e-02
Arcade Archives: Ninja-Kid II,0,4,4,7.92817888472546e-02
Arcade Archives: Nova 2001,0,4,4,7.92817888472546e-02
Arcade Archives: Punch-Out!,0,4,4,7.92817888472546e-02
Arcade Archives: Rod Land,0,4,4,7.92817888472546e-02
Arcade Archives: Saboten Bombers,0,4,4,7.92817888472546e-02
Arcade Archives: Scramble,0,4,4,7.92817888472546e-02
Arcade Archives: Shanghai III,0,4,4,7.92817888472546e-02
Arcade Archives: Sky Skipper,0,4,4,7.92817888472546e-02
"Arcade Archives: Solomon's Key",0,4,4,7.92817888472546e-02
Arcade Archives: Star Force,-4,6,4,8.86362530225011e-02
Arcade Archives: Sunset Riders,0,4,4,7.92817888472546e-02
Arcade Archives: Super Punch-Out!!,0,4,4,7.92817888472546e-02
Arcade Archives: Terra Cresta,0,4,4,7.92817888472546e-02
Arcade Archives: The Legend of Kage,0,4,4,7.92817888472546e-02
Arcade Archives: Track & Field,0,4,4,7.92817888472546e-02
Arcade Archives: Traverse USA,0,4,4,7.92817888472546e-02
Arcade Archives: TwinBee,0,4,4,7.92817888472546e-02
Arcade Archives: Vs. Castlevania,0,4,4,7.92817888472546e-02
Arcade Archives: Vs. Ice Climber,16,4,12,0.115529342950101
Arcade Archives: Vs. Super Mario Bros.,8,6,10,0.112110370934242
Arcade Archives: Zero Team,0,4,4,7.92817888472546e-02
Arcade Classics 3D,16,6,14,0.128412733418039
Arcade Classics Anniversary Collection,0,12,12,7.92765983802061e-02
Arcade Darts,0,4,4,7.92817888472546e-02
Arcade Essentials,0,8,8,7.92778959013954e-02
Arcade Essentials Evolution,0,4,4,7.92817888472546e-02
Arcade Game Series 3-in-1 Pack,0,4,4,7.92817888472546e-02
Arcade Game Series: Galaga,6,8,14,0.129966021643552
Arcade Game Series: Pac-Man,0,4,4,7.92817888472546e-02
Arcade Islands: Volume One,0,8,8,7.92778959013954e-02
Arcade Spirits,0,12,12,7.92765983802061e-02
Arcade Sports,0,4,4,7.92817888472546e-02
Arcade Zone,0,4,4,7.92817888472546e-02
Arcadia,0,4,4,7.92817888472546e-02
Arcaea,0,4,4,7.92817888472546e-02
Arcana Heart,0,4,4,7.92817888472546e-02
Arcana Heart 3,0,4,4,7.92817888472546e-02
Arcana Heart 3: LOVE MAX!!!!!,0,4,4,7.92817888472546e-02
Arcania: Gothic 4,0,4,4,7.92817888472546e-02
Arcania: The Complete Tale,6,10,12,9.80996218096443e-02
Arcante,0,4,4,7.92817888472546e-02
Archaica: The Path Of Light,0,8,8,7.92778959013954e-02
Archangel,0,4,4,7.92817888472546e-02
ArcheAge: Unchained,0,4,4,7.92817888472546e-02
"Archer Maclean's Mercury",2,6,8,9.91014575624044e-02
